"transaction_id";"customer_id";"transaction_amount_usd";"velocity_1h";"velocity_24h";"geo_distance_km";"device_risk_score";"merchant_risk_score";"synthetic_identity_score";"high_amount_flag";"velocity_flag";"geo_risk_flag";"fraud_label"
"T9019383";"C104002";17.02;0;3;62.7;0.072;0.23;0.027;0;0;0;1
"T9038806";"C104003";51.39;0;4;2463.8;0.398;0.44;0.107;0;0;1;0
"T9045083";"C104004";46.33;1;4;19.8;0.11;0.074;0.008;0;0;0;0
"T9025589";"C104006";22.23;1;5;12.8;0.315;0.122;0.261;0;0;0;0
"T9009008";"C104008";175.91;0;2;16.0;0.266;0.271;0.004;0;0;0;0
"T9006330";"C104010";65.15;1;3;1.7;0.314;0.299;0.301;0;0;0;0
"T9003715";"C104011";273.28;1;6;518.0;0.324;0.148;0.21;0;0;1;0
"T9056574";"C104012";62.37;0;4;5.2;0.069;0.176;0.099;0;0;0;0
"T9033413";"C104013";16.47;1;3;10.8;0.579;0.377;0.187;0;0;0;0
"T9018367";"C104015";75.83;1;5;1342.2;0.18;0.583;0.159;0;0;1;0
"T9054014";"C104016";67.41;5;9;1527.6;0.383;0.263;0.235;0;0;1;0
"T9015978";"C104017";24.78;0;3;19.3;0.28;0.175;0.135;0;0;0;0
"T9055634";"C104019";52.6;1;4;11.9;0.063;0.216;0.377;0;0;0;0
"T9062346";"C104020";64.67;0;2;6.7;0.236;0.135;0.052;0;0;0;0
"T9024378";"C104022";74.36;0;2;6368.0;0.275;0.155;0.107;0;0;1;0
"T9034100";"C104023";16.35;0;2;28.3;0.428;0.295;0.548;0;0;0;0
"T9055268";"C104024";91.14;1;3;326.9;0.215;0.111;0.081;0;0;0;1
"T9046723";"C104025";14.09;1;2;3.4;0.57;0.249;0.168;0;0;0;0
"T9003156";"C104028";80.25;0;1;17.8;0.448;0.309;0.184;0;0;0;0
"T9010732";"C104030";10.09;1;3;19.6;0.167;0.07;0.064;0;0;0;0
"T9063188";"C104031";1544.12;1;4;84.3;0.291;0.567;0.056;0;0;0;0
"T9021104";"C104032";16.98;2;6;6.4;0.417;0.475;0.007;0;0;0;0
"T9049676";"C104034";59.39;2;4;10.2;0.289;0.232;0.191;0;0;0;0
"T9006366";"C104035";24.41;1;3;1.4;0.282;0.206;0.441;0;0;0;0
"T9019175";"C104037";80.26;0;1;3.9;0.232;0.077;0.055;0;0;0;0
"T9028257";"C104038";132.97;0;3;11.5;0.334;0.286;0.168;0;0;0;0
"T9006498";"C104039";49.6;1;3;0.2;0.152;0.075;0.184;0;0;0;0
"T9039547";"C104040";80.92;2;6;62.5;0.143;0.528;0.236;0;0;0;0
"T9024040";"C104041";52.51;0;5;8.7;0.256;0.247;0.05;0;0;0;0
"T9022747";"C104043";58.85;2;3;23.8;0.315;0.121;0.076;0;0;0;0
"T9050050";"C104046";86.41;1;4;14.5;0.269;0.259;0.193;0;0;0;0
"T9018486";"C104047";31.27;0;4;10.9;0.284;0.458;0.09;0;0;0;0
"T9002072";"C104048";22.97;0;0;16.9;0.294;0.269;0.363;0;0;0;0
"T9017521";"C104049";14.42;1;3;1226.1;0.561;0.193;0.102;0;0;1;0
"T9010445";"C104050";57.96;2;4;1.6;0.069;0.073;0.04;0;0;0;0
"T9016171";"C104051";41.1;1;3;17.0;0.201;0.097;0.075;0;0;0;0
"T9035966";"C104053";126.71;2;6;5.9;0.097;0.121;0.226;0;0;0;0
"T9050900";"C104054";35.22;1;4;15.9;0.402;0.117;0.129;0;0;0;0
"T9007201";"C104055";63.4;3;7;44.5;0.373;0.068;0.039;0;0;0;0
"T9012639";"C104056";119.7;0;2;60.6;0.199;0.632;0.074;0;0;0;0
"T9019368";"C104058";203.5;1;3;29.9;0.519;0.45;0.326;0;0;0;0
"T9003008";"C104059";116.04;0;0;6.2;0.531;0.162;0.053;0;0;0;0
"T9048545";"C104060";17.4;0;1;31.1;0.438;0.067;0.026;0;0;0;0
"T9052049";"C104063";20.16;3;4;10.7;0.458;0.147;0.017;0;0;0;0
"T9032448";"C104065";235.86;1;3;3.5;0.4;0.213;0.01;0;0;0;0
"T9061086";"C104066";46.01;1;2;18.5;0.403;0.168;0.049;0;0;0;0
"T9009022";"C104071";99.57;1;2;22.8;0.557;0.319;0.068;0;0;0;1
"T9000866";"C104072";24.26;3;6;908.1;0.158;0.686;0.054;0;0;1;0
"T9043768";"C104073";62.12;2;5;10.2;0.41;0.376;0.018;0;0;0;0
"T9056557";"C104074";91.03;1;3;1262.2;0.194;0.181;0.244;0;0;1;0
"T9049212";"C104075";153.35;2;4;8.0;0.303;0.427;0.065;0;0;0;0
"T9026351";"C104076";13.35;0;3;3335.7;0.311;0.378;0.226;0;0;1;0
"T9062092";"C104077";42.44;0;3;2696.5;0.502;0.292;0.25;0;0;1;0
"T9015750";"C104078";212.8;1;2;23.6;0.206;0.114;0.208;0;0;0;0
"T9027404";"C104080";26.63;1;6;34.2;0.487;0.313;0.325;0;0;0;0
"T9064302";"C104081";15.47;3;5;2.3;0.082;0.08;0.19;0;0;0;0
"T9024634";"C104082";54.46;0;2;1.7;0.219;0.213;0.144;0;0;0;0
"T9026904";"C104083";4.11;0;2;8.0;0.382;0.225;0.253;0;0;0;0
"T9035084";"C104084";309.1;0;2;1.6;0.638;0.08;0.298;0;0;0;0
"T9055774";"C104085";42.16;0;4;28.9;0.152;0.366;0.292;0;0;0;0
"T9063828";"C104086";62.69;2;4;12.4;0.42;0.244;0.089;0;0;0;0
"T9009523";"C104087";38.45;2;2;8.9;0.355;0.332;0.032;0;0;0;0
"T9005223";"C104088";145.5;1;1;26.3;0.279;0.291;0.104;0;0;0;0
"T9023198";"C104089";234.84;0;3;4.1;0.186;0.299;0.127;0;0;0;0
"T9022932";"C104091";91.82;1;3;2.1;0.074;0.397;0.054;0;0;0;0
"T9040417";"C104092";87.0;0;2;7.7;0.426;0.241;0.221;0;0;0;0
"T9031020";"C104093";251.94;2;2;8.6;0.075;0.625;0.477;0;0;0;0
"T9057629";"C104094";18.41;0;3;5.1;0.418;0.329;0.157;0;0;0;0
"T9057003";"C104095";91.43;0;2;15.7;0.228;0.071;0.279;0;0;0;0
"T9040290";"C104096";79.41;1;2;12.9;0.25;0.176;0.113;0;0;0;1
"T9030602";"C104098";88.95;2;3;46.5;0.27;0.191;0.546;0;0;0;0
"T9040648";"C104099";55.18;0;2;6.1;0.513;0.138;0.146;0;0;0;0
"T9006920";"C104100";22.51;1;2;0.0;0.447;0.078;0.026;0;0;0;0
"T9006061";"C104101";49.51;0;4;29.9;0.33;0.078;0.007;0;0;0;0
"T9060512";"C104102";239.77;1;3;8.1;0.437;0.159;0.106;0;0;0;0
"T9042420";"C104103";241.32;2;3;1.0;0.144;0.474;0.49;0;0;0;0
"T9032552";"C104104";102.28;2;7;15.0;0.535;0.286;0.016;0;0;0;0
"T9044840";"C104105";8.0;1;6;7.3;0.198;0.355;0.278;0;0;0;0
"T9010441";"C104108";27.44;2;8;28.4;0.196;0.451;0.658;0;0;0;0
"T9030613";"C104110";24.37;1;3;1.6;0.352;0.046;0.233;0;0;0;0
"T9059261";"C104112";225.36;2;2;10105.7;0.175;0.66;0.514;0;0;1;0
"T9048866";"C104113";119.95;0;1;13.9;0.409;0.143;0.621;0;0;0;0
"T9008790";"C104114";56.06;0;4;5424.6;0.481;0.313;0.263;0;0;1;0
"T9023156";"C104118";24.23;3;5;273.3;0.409;0.1;0.256;0;0;0;0
"T9002726";"C104119";127.77;4;5;10.0;0.409;0.25;0.223;0;0;0;0
"T9006964";"C104121";56.19;1;3;33.3;0.409;0.088;0.015;0;0;0;0
"T9011504";"C104122";13.22;3;7;1.3;0.135;0.077;0.199;0;0;0;0
"T9025612";"C104125";21.48;0;1;9.5;0.186;0.16;0.215;0;0;0;0
"T9063559";"C104126";52.48;0;1;14.9;0.192;0.251;0.103;0;0;0;0
"T9035351";"C104127";13.74;1;4;0.3;0.335;0.113;0.164;0;0;0;0
"T9055222";"C104128";106.08;1;2;52.9;0.62;0.269;0.096;0;0;0;0
"T9060335";"C104129";50.86;2;5;4452.2;0.263;0.415;0.212;0;0;1;0
"T9001334";"C104137";7.19;1;5;5.1;0.195;0.135;0.395;0;0;0;0
"T9003214";"C104139";55.45;2;6;25.2;0.071;0.673;0.027;0;0;0;0
"T9002854";"C104140";83.34;3;4;2.3;0.425;0.058;0.232;0;0;0;0
"T9020568";"C104141";88.26;0;1;2.1;0.441;0.229;0.109;0;0;0;0
"T9040717";"C104144";129.82;0;2;2142.6;0.721;0.413;0.28;0;0;1;0
"T9058849";"C104145";33.03;0;3;56.6;0.111;0.609;0.272;0;0;0;0
"T9048677";"C104147";87.67;1;1;9.2;0.25;0.363;0.031;0;0;0;0
"T9025304";"C104148";44.89;0;3;72.9;0.407;0.264;0.051;0;0;0;0
"T9004530";"C104149";186.0;1;6;27.8;0.105;0.06;0.176;0;0;0;0
"T9050969";"C104151";74.89;2;5;16.8;0.36;0.145;0.222;0;0;0;0
"T9005819";"C104152";52.99;1;4;3.8;0.213;0.604;0.044;0;0;0;0
"T9046437";"C104153";49.97;2;5;2400.8;0.139;0.052;0.226;0;0;1;0
"T9054566";"C104154";24.02;0;3;16.9;0.055;0.291;0.337;0;0;0;0
"T9016357";"C104155";22.13;0;2;8.0;0.377;0.24;0.092;0;0;0;0
"T9033437";"C104157";22.1;1;3;938.3;0.072;0.612;0.134;0;0;1;0
"T9043882";"C104159";37.5;0;2;43.1;0.594;0.353;0.076;0;0;0;0
"T9007064";"C104160";27.39;0;0;756.5;0.098;0.292;0.399;0;0;1;0
"T9008276";"C104161";28.36;0;2;26.9;0.072;0.247;0.405;0;0;0;0
"T9054785";"C104162";51.64;1;5;3.6;0.053;0.316;0.059;0;0;0;0
"T9017820";"C104163";19.1;0;6;42.5;0.165;0.359;0.152;0;0;0;0
"T9017090";"C104165";17.18;2;9;5.2;0.696;0.308;0.052;0;0;0;0
"T9037786";"C104166";313.73;3;5;1530.8;0.108;0.213;0.161;0;0;1;0
"T9005970";"C104168";249.02;0;2;1.6;0.153;0.323;0.056;0;0;0;0
"T9003615";"C104169";66.22;0;0;754.7;0.011;0.072;0.247;0;0;1;0
"T9016089";"C104172";55.35;1;2;49.8;0.441;0.39;0.185;0;0;0;0
"T9000672";"C104173";205.83;0;6;31.3;0.232;0.377;0.116;0;0;0;0
"T9014109";"C104174";102.46;0;3;13.4;0.179;0.158;0.012;0;0;0;0
"T9060515";"C104176";130.01;1;3;0.5;0.279;0.174;0.091;0;0;0;0
"T9046436";"C104180";125.04;3;4;9699.3;0.199;0.554;0.193;0;0;1;0
"T9047499";"C104181";180.4;1;5;4.2;0.136;0.162;0.163;0;0;0;0
"T9014448";"C104182";171.84;2;2;5074.9;0.086;0.449;0.232;0;0;1;0
"T9039885";"C104183";117.82;1;6;24.6;0.369;0.315;0.314;0;0;0;0
"T9035156";"C104184";178.43;1;2;19.2;0.379;0.079;0.178;0;0;0;0
"T9015107";"C104187";78.05;1;1;14.6;0.142;0.148;0.476;0;0;0;0
"T9056089";"C104189";35.21;2;3;1.4;0.38;0.319;0.043;0;0;0;0
"T9023230";"C104190";25.52;3;4;57.2;0.283;0.092;0.14;0;0;0;0
"T9002324";"C104192";20.02;2;4;8.2;0.059;0.071;0.067;0;0;0;0
"T9026860";"C104194";270.62;3;5;104.2;0.294;0.302;0.201;0;0;0;0
"T9006561";"C104195";30.87;0;4;275.2;0.032;0.109;0.312;0;0;0;0
"T9050114";"C104196";10.14;0;1;18.7;0.466;0.021;0.108;0;0;0;0
"T9060626";"C104198";100.91;1;4;24.1;0.07;0.637;0.16;0;0;0;0
"T9047108";"C104200";42.65;1;1;12.1;0.434;0.101;0.227;0;0;0;0
"T9044551";"C104201";16.94;0;1;2.6;0.042;0.191;0.197;0;0;0;0
"T9052152";"C104204";678.21;1;4;51.0;0.547;0.19;0.202;0;0;0;0
"T9016510";"C104205";111.82;2;2;222.2;0.09;0.304;0.157;0;0;0;0
"T9016849";"C104207";144.04;1;3;3.6;0.309;0.388;0.032;0;0;0;0
"T9054690";"C104209";6.01;1;4;11.7;0.36;0.058;0.158;0;0;0;0
"T9003132";"C104210";102.79;2;6;1830.6;0.308;0.069;0.228;0;0;1;1
"T9014381";"C104211";148.1;0;2;416.8;0.114;0.228;0.324;0;0;0;0
"T9051446";"C104213";62.88;0;5;552.0;0.229;0.012;0.037;0;0;1;0
"T9045194";"C104214";21.1;0;3;19.8;0.137;0.487;0.676;0;0;0;0
"T9030308";"C104215";81.09;2;4;41.5;0.353;0.188;0.357;0;0;0;0
"T9029720";"C104216";18.99;1;2;20.5;0.194;0.427;0.129;0;0;0;0
"T9044285";"C104217";27.76;1;2;23.6;0.443;0.475;0.304;0;0;0;1
"T9030470";"C104219";114.17;0;6;33.1;0.443;0.374;0.271;0;0;0;0
"T9064489";"C104220";86.26;2;6;4.7;0.451;0.261;0.075;0;0;0;0
"T9027347";"C104221";57.33;2;8;1.7;0.101;0.479;0.315;0;0;0;0
"T9062809";"C104222";85.21;1;4;38.3;0.235;0.23;0.603;0;0;0;1
"T9003027";"C104224";50.92;1;2;20.9;0.075;0.074;0.026;0;0;0;0
"T9003104";"C104228";70.43;1;4;2.7;0.16;0.271;0.263;0;0;0;0
"T9057917";"C104229";54.42;0;0;64.4;0.204;0.07;0.095;0;0;0;0
"T9064166";"C104230";31.63;2;5;4.2;0.197;0.299;0.213;0;0;0;0
"T9029082";"C104231";124.17;1;5;22.8;0.365;0.148;0.22;0;0;0;0
"T9036716";"C104233";13.66;3;5;3.7;0.181;0.377;0.078;0;0;0;0
"T9032866";"C104235";129.55;1;2;18.5;0.218;0.583;0.063;0;0;0;0
"T9019948";"C104236";144.87;1;4;13.4;0.305;0.263;0.381;0;0;0;0
"T9015200";"C104237";15.64;1;2;14.9;0.619;0.175;0.184;0;0;0;1
"T9034321";"C104239";248.97;0;2;10.0;0.445;0.216;0.293;0;0;0;0
"T9030456";"C104240";47.74;3;8;33.2;0.202;0.135;0.049;0;0;0;0
"T9043538";"C104241";32.51;1;5;5116.3;0.526;0.183;0.646;0;0;1;0
"T9062087";"C104244";83.03;2;3;0.1;0.173;0.111;0.15;0;0;0;0
"T9048281";"C104245";50.58;1;3;10.8;0.365;0.249;0.027;0;0;0;0
"T9054451";"C104246";17.15;0;5;14.1;0.098;0.12;0.09;0;0;0;0
"T9028778";"C104247";10.12;1;5;6.5;0.079;0.02;0.089;0;0;0;0
"T9011601";"C104248";55.6;0;0;7.7;0.044;0.309;0.039;0;0;0;0
"T9008854";"C104250";65.37;0;2;39.2;0.162;0.07;0.155;0;0;0;0
"T9063158";"C104251";135.65;0;2;7.8;0.508;0.567;0.039;0;0;0;0
"T9062873";"C104252";187.07;2;4;12.2;0.203;0.475;0.148;0;0;0;0
"T9039455";"C104253";173.62;0;2;3058.9;0.165;0.121;0.329;0;0;1;0
"T9019331";"C104254";63.4;2;6;780.9;0.442;0.232;0.332;0;0;1;0
"T9036893";"C104256";58.05;0;2;85.9;0.26;0.443;0.375;0;0;0;0
"T9034583";"C104257";23.79;3;4;8.3;0.24;0.077;0.046;0;0;0;0
"T9046726";"C104258";14.58;0;2;10.2;0.182;0.286;0.179;0;0;0;0
"T9012950";"C104259";11.38;2;5;2.2;0.252;0.075;0.115;0;0;0;0
"T9005610";"C104260";52.29;0;2;100.2;0.274;0.528;0.097;0;0;0;0
"T9032128";"C104262";42.25;2;4;18.2;0.277;0.37;0.13;0;0;0;0
"T9006133";"C104264";123.94;0;4;4.2;0.631;0.234;0.147;0;0;0;0
"T9013400";"C104266";10.81;0;4;1.1;0.4;0.259;0.206;0;0;0;0
"T9002493";"C104267";175.02;2;4;22.6;0.272;0.458;0.119;0;0;0;0
"T9035124";"C104269";217.98;0;4;47.4;0.348;0.193;0.047;0;0;0;0
"T9002480";"C104270";46.17;0;4;4.8;0.424;0.073;0.544;0;0;0;0
"T9006100";"C104271";33.0;1;2;8.7;0.255;0.097;0.171;0;0;0;0
"T9051716";"C104272";121.75;0;3;35.4;0.377;0.068;0.129;0;0;0;0
"T9015719";"C104273";46.88;0;2;59.1;0.28;0.121;0.32;0;0;0;0
"T9005692";"C104274";36.17;0;1;9.6;0.283;0.117;0.035;0;0;0;0
"T9024755";"C104275";13.34;2;4;16.7;0.189;0.068;0.305;0;0;0;1
"T9030245";"C104279";3.38;0;3;10.6;0.424;0.162;0.222;0;0;0;0
"T9064123";"C104280";22.01;3;7;10.8;0.346;0.067;0.22;0;0;0;0
"T9039616";"C104283";22.91;2;4;4.8;0.504;0.147;0.307;0;0;0;0
"T9043598";"C104284";160.3;0;1;8.0;0.463;0.201;0.449;0;0;0;0
"T9025736";"C104287";153.31;0;6;34.8;0.313;0.354;0.253;0;0;0;0
"T9019478";"C104288";81.67;1;1;20.5;0.433;0.033;0.187;0;0;0;1
"T9030660";"C104290";58.51;3;5;16.0;0.347;0.198;0.019;0;0;0;0
"T9029987";"C104291";52.7;0;4;4.5;0.27;0.319;0.27;0;0;0;0
"T9064559";"C104292";53.39;3;5;5.5;0.578;0.686;0.213;0;0;0;0
"T9036662";"C104293";43.55;0;3;37.9;0.29;0.376;0.242;0;0;0;0
"T9047637";"C104294";59.03;0;5;19.9;0.3;0.181;0.302;0;0;0;0
"T9046655";"C104295";16.25;1;1;5.2;0.199;0.427;0.069;0;0;0;0
"T9051145";"C104296";41.51;1;5;27.0;0.36;0.378;0.333;0;0;0;0
"T9014420";"C104299";16.76;1;3;16.8;0.442;0.513;0.056;0;0;0;0
"T9056480";"C104301";89.42;2;3;8.3;0.452;0.08;0.229;0;0;0;0
"T9024221";"C104302";161.05;1;2;12.0;0.742;0.213;0.046;0;0;0;0
"T9057814";"C104303";28.8;0;3;3.1;0.303;0.225;0.117;0;0;0;0
"T9042990";"C104304";264.81;1;5;1370.6;0.344;0.08;0.194;0;0;1;0
"T9002949";"C104305";166.58;2;4;11.7;0.151;0.366;0.168;0;0;0;0
"T9053584";"C104306";160.33;1;1;4.1;0.387;0.244;0.194;0;0;0;0
"T9007844";"C104307";12.56;0;1;7.1;0.334;0.332;0.082;0;0;0;0
"T9046811";"C104308";33.43;0;2;29.1;0.267;0.291;0.077;0;0;0;0
"T9016742";"C104309";174.63;2;3;119.0;0.191;0.299;0.164;0;0;0;0
"T9020632";"C104310";213.9;3;5;5.1;0.198;0.165;0.285;0;0;0;0
"T9036865";"C104313";75.3;0;3;7.9;0.188;0.625;0.169;0;0;0;0
"T9039014";"C104314";253.16;0;1;4.1;0.454;0.329;0.3;0;0;0;0
"T9063909";"C104315";30.2;1;5;16.0;0.134;0.071;0.156;0;0;0;0
"T9011186";"C104316";168.68;2;5;0.9;0.189;0.176;0.223;0;0;0;0
"T9062589";"C104317";53.27;1;4;16.9;0.41;0.508;0.103;0;0;0;0
"T9024954";"C104318";65.9;1;2;30.1;0.181;0.191;0.119;0;0;0;0
"T9048587";"C104319";90.7;0;2;1377.1;0.51;0.138;0.209;0;0;1;1
"T9055551";"C104320";67.4;2;3;29.7;0.149;0.078;0.146;0;0;0;0
"T9051557";"C104322";12.83;1;3;21.4;0.289;0.159;0.242;0;0;0;0
"T9005367";"C104323";81.8;0;1;1421.0;0.525;0.474;0.349;0;0;1;0
"T9051264";"C104325";35.22;4;5;21.0;0.295;0.355;0.11;0;0;0;0
"T9025228";"C104326";237.94;0;1;17.6;0.169;0.183;0.157;0;0;0;0
"T9013933";"C104327";127.51;0;2;35.8;0.252;0.221;0.404;0;0;0;0
"T9040981";"C104328";271.91;0;5;63.6;0.357;0.451;0.189;0;0;0;0
"T9055983";"C104329";6.6;5;6;39.6;0.266;0.266;0.074;0;0;0;1
"T9034989";"C104331";77.19;0;4;48.3;0.325;0.521;0.113;0;0;0;0
"T9056963";"C104332";257.27;1;2;11.6;0.155;0.66;0.15;0;0;0;0
"T9014384";"C104333";8.42;1;3;7.1;0.257;0.143;0.195;0;0;0;0
"T9047426";"C104334";38.34;0;3;19.6;0.228;0.313;0.125;0;0;0;0
"T9031234";"C104335";133.2;1;6;37.1;0.166;0.094;0.099;0;0;0;0
"T9040995";"C104336";323.05;0;3;44.4;0.097;0.502;0.319;0;0;0;0
"T9036793";"C104338";42.55;1;6;27.4;0.302;0.1;0.043;0;0;0;0
"T9054630";"C104339";69.1;0;4;34.3;0.221;0.25;0.391;0;0;0;0
"T9015215";"C104340";54.35;0;1;17.5;0.548;0.337;0.016;0;0;0;0
"T9040333";"C104342";14.4;0;1;15.7;0.018;0.077;0.099;0;0;0;0
"T9063461";"C104343";49.35;1;4;11.5;0.649;0.091;0.148;0;0;0;0
"T9056113";"C104347";117.71;0;3;40.5;0.355;0.113;0.032;0;0;0;0
"T9000430";"C104348";58.83;1;3;22.5;0.152;0.269;0.193;0;0;0;0
"T9059570";"C104349";110.7;1;4;109.1;0.166;0.415;0.171;0;0;0;0
"T9041053";"C104350";27.9;2;7;31.9;0.721;0.309;0.096;0;0;0;0
"T9047706";"C104351";206.29;1;5;81.1;0.28;0.072;0.091;0;0;0;0
"T9016174";"C104352";17.33;1;2;2557.8;0.494;0.483;0.178;0;0;1;1
"T9034167";"C104353";295.52;1;3;13.0;0.256;0.191;0.07;0;0;0;0
"T9031579";"C104354";89.85;0;3;3.1;0.225;0.053;0.408;0;0;0;0
"T9029386";"C104355";54.47;1;2;2.9;0.454;0.131;0.07;0;0;0;0
"T9008741";"C104356";90.29;1;9;25.4;0.498;0.282;0.05;0;0;0;0
"T9013032";"C104357";22.95;0;3;4.4;0.31;0.135;0.041;0;0;0;0
"T9046261";"C104358";130.86;0;1;8.1;0.37;0.561;0.133;0;0;0;0
"T9054461";"C104359";161.77;2;7;25.2;0.513;0.673;0.172;0;0;0;0
"T9024115";"C104362";32.04;0;7;5.9;0.17;0.341;0.199;0;0;0;0
"T9012005";"C104365";103.29;2;4;6.8;0.336;0.609;0.106;0;0;0;0
"T9051438";"C104366";95.38;1;6;726.6;0.266;0.155;0.234;0;0;1;0
"T9046750";"C104367";35.75;0;3;22.2;0.176;0.363;0.057;0;0;0;0
"T9041956";"C104368";565.58;2;4;15.8;0.381;0.264;0.117;0;0;0;0
"T9045898";"C104369";51.54;0;4;34.0;0.099;0.06;0.498;0;0;0;0
"T9011067";"C104370";68.29;2;3;6.2;0.243;0.469;0.264;0;0;0;0
"T9026496";"C104371";136.54;0;1;4.4;0.184;0.145;0.301;0;0;0;0
"T9021490";"C104373";12.41;3;10;3.1;0.523;0.052;0.108;0;0;0;0
"T9000356";"C104374";52.97;3;6;9.9;0.321;0.291;0.262;0;0;0;0
"T9056405";"C104375";93.13;0;1;9.8;0.241;0.24;0.229;0;0;0;0
"T9051335";"C104376";88.92;0;2;16.6;0.235;0.163;0.068;0;0;0;0
"T9038453";"C104377";33.39;0;3;65.6;0.583;0.612;0.143;0;0;0;0
"T9055347";"C104378";75.19;2;4;11.8;0.414;0.171;0.035;0;0;0;0
"T9039195";"C104379";15.28;0;2;10.4;0.558;0.353;0.163;0;0;0;0
"T9028335";"C104381";17.93;1;4;0.1;0.397;0.247;0.062;0;0;0;0
"T9004885";"C104382";69.74;1;2;17.1;0.081;0.316;0.692;0;0;0;0
"T9040021";"C104383";67.93;0;5;42.5;0.316;0.359;0.035;0;0;0;0
"T9059089";"C104384";40.65;1;3;23.0;0.524;0.136;0.244;0;0;0;0
"T9020772";"C104385";246.03;1;4;0.0;0.038;0.308;0.225;0;0;0;0
"T9063288";"C104386";41.33;0;3;16.6;0.505;0.213;0.096;0;0;0;0
"T9000564";"C104387";27.73;0;3;6.2;0.344;0.187;0.005;0;0;0;0
"T9032511";"C104390";170.31;1;5;4.2;0.091;0.618;0.128;0;0;0;0
"T9034179";"C104391";70.03;1;3;3713.9;0.122;0.281;0.196;0;0;1;0
"T9054551";"C104392";33.11;3;6;45.5;0.355;0.39;0.062;0;0;0;0
"T9063775";"C104393";29.06;2;7;8.8;0.227;0.377;0.083;0;0;0;0
"T9012520";"C104394";116.25;1;5;21.2;0.391;0.158;0.085;0;0;0;0
"T9000853";"C104395";47.93;0;2;2025.9;0.618;0.177;0.099;0;0;1;1
"T9057635";"C104396";18.1;2;5;9.4;0.271;0.174;0.062;0;0;0;0
"T9035828";"C104397";49.05;0;3;47.6;0.659;0.19;0.284;0;0;0;0
"T9027694";"C104398";18.66;0;3;20.2;0.088;0.425;0.182;0;0;0;1
"T9033445";"C104399";23.57;1;7;9.3;0.446;0.097;0.233;0;0;0;0
"T9047378";"C104400";307.58;0;1;3.6;0.564;0.554;0.271;0;0;0;0
"T9021681";"C104401";17.74;1;4;33.1;0.395;0.162;0.124;0;0;0;0
"T9004580";"C104402";71.22;0;2;31.4;0.339;0.449;0.015;0;0;0;0
"T9010791";"C104403";19.05;3;4;27.4;0.059;0.315;0.082;0;0;0;0
"T9025085";"C104404";13.9;0;6;0.4;0.494;0.079;0.035;0;0;0;0
"T9042226";"C104405";46.89;0;4;14.6;0.121;0.442;0.221;0;0;0;0
"T9038539";"C104406";79.6;1;5;5327.1;0.378;0.365;0.254;0;0;1;0
"T9045684";"C104407";25.21;1;2;3962.0;0.458;0.148;0.236;0;0;1;1
"T9060781";"C104409";23.79;0;0;1.9;0.141;0.319;0.177;0;0;0;0
"T9045437";"C104410";23.26;0;1;102.0;0.385;0.092;0.197;0;0;0;1
"T9064836";"C104411";15.35;1;3;10.9;0.328;0.203;0.435;0;0;0;0
"T9030249";"C104412";20.33;2;3;3083.6;0.153;0.071;0.054;0;0;1;0
"T9024242";"C104414";37.69;2;3;8.1;0.277;0.302;0.104;0;0;0;0
"T9064879";"C104416";25.57;0;4;41.3;0.205;0.021;0.167;0;0;0;0
"T9016345";"C104417";59.47;0;9;28.3;0.665;0.209;0.038;0;0;0;0
"T9062886";"C104418";6.51;2;3;20.7;0.282;0.637;0.328;0;0;0;0
"T9004092";"C104419";43.58;1;4;6.9;0.408;0.218;0.307;0;0;0;0
"T9061354";"C104420";75.21;2;3;0.6;0.502;0.101;0.037;0;0;0;1
"T9062450";"C104421";83.03;3;7;1332.5;0.431;0.191;0.041;0;0;1;0
"T9058774";"C104423";23.75;3;5;26.1;0.569;0.117;0.251;0;0;0;0
"T9049750";"C104424";38.94;2;5;6.6;0.27;0.19;0.296;0;0;0;0
"T9006429";"C104427";24.91;2;4;2.7;0.217;0.388;0.007;0;0;0;0
"T9042331";"C104428";94.71;0;4;6.5;0.27;0.083;0.058;0;0;0;0
"T9036873";"C104431";146.71;1;4;6.9;0.072;0.228;0.129;0;0;0;0
"T9049064";"C104434";73.06;4;7;1700.1;0.16;0.487;0.195;0;0;1;1
"T9026383";"C104436";41.04;2;4;8.9;0.209;0.427;0.167;0;0;0;0
"T9019826";"C104437";11.94;0;2;3.9;0.289;0.475;0.404;0;0;0;0
"T9000736";"C104438";10.48;1;1;750.9;0.161;0.561;0.143;0;0;1;0
"T9054393";"C104439";11.33;0;1;3.7;0.136;0.374;0.054;0;0;0;0
"T9064825";"C104440";296.82;1;6;2.3;0.277;0.261;0.085;0;0;0;0
"T9028501";"C104441";25.77;2;6;3.6;0.362;0.479;0.091;0;0;0;0
"T9006145";"C104443";34.37;1;5;36.6;0.268;0.44;0.007;0;0;0;0
"T9045897";"C104444";115.21;3;3;21.4;0.533;0.074;0.496;0;0;0;0
"T9038385";"C104445";27.09;2;4;4.1;0.214;0.364;0.089;0;0;0;0
"T9014032";"C104446";6.91;3;5;16.2;0.377;0.122;0.691;0;0;0;0
"T9033852";"C104447";100.08;0;2;14.2;0.09;0.075;0.042;0;0;0;0
"T9014494";"C104448";98.49;3;3;3.3;0.701;0.271;0.432;0;0;0;0
"T9040327";"C104449";39.05;0;4;26.9;0.378;0.07;0.233;0;0;0;0
"T9064822";"C104450";147.09;0;1;5.9;0.341;0.299;0.061;0;0;0;0
